Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome ;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;;;;;;;;;;;;;;
RESTAURANTE MISTER GRILL;Comida Brasileira;(17) 99120-2007;*;;*;*;*;*;;;48.052.560/0001-16;AV DOUTOR ALBERTO ANDALO, 3144 SLJ .;CENTRO;Central;15015-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE YING CHOI;Comida Étnica (Japão);(17) 3233-7475;yingchoirp;2734,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ying-choi-express-parque-industrial/2503bb93-13ab-4c69-811b-b552544d6cf8?utm_medium=ReserveGoogle;Plataforma Própria/Anota Aí/Delivery Direto;https://yingchoi.com.br/reservas/  / https://pedido.anota.ai/  /  https://deliverydireto.com.br/restaurante-ying-choi/restaurante-ying-choi?dd=menu;4,80;4,70;49.701.949/0001-08;R SILVA JARDIM, 3168 ;CENTRO;Central;15010-060;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
HABIB'S;Comida Étnica (Arábia);(17) 3016-2264;habibsoficial;609763,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/habibs---sao-jose-do-rio-preto-centro;*;*;3,90;4,60;02.294.978/0001-39;AVENIDA ALBERTO ANDALO, 3554 ;CENTRO;Central;15015-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
TOKYO SUSHI BAR;Comida Étnica (Japão); (17) 3234-1729;tokyosushibariopreto;17029,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/tokyo-sushi-bar-centro;Plataforma Própria;https://www.tokyosushibar.com.br/cardapio/;4,50;4,30;18.496.833/0001-50;RUA RUBIAO JUNIOR, 2930 ;CENTRO;Central;15010-090;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
COLISEU RESTAURANTE;Comida Brasileira;(17) 3233-4125;coliseurestauranterp;386,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/coliseu-restaurante-centro;*;*;4,50;;57.910.887/0001-72;R DELEGADO PINTO DE TOLEDO, 2937 ;CENTRO;Central;15010-080;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
SALSA E COR GASTRONOMIA;Comida Brasileira;(17) 3218-8026;salsaecor;8097,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/salsa-e-cor-gastronomia-centro;*;*;4,70;;47.261.964/0001-57;R CORONEL SPINOLA DE CASTRO, 3346 ;CENTRO;Central;15015-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE MANDARIM;Comida Étnica (China);(17) 3233-4099;Restaurante Mandarim;1700,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-mandarim-centro;*;*;4,60;4,80;74.274.416/0001-34;R DELEGADO PINTO TOLEDO, 3274 ;CENTRO;Central;15042-102;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE TERRACOS GRILL;Comida Brasileira;(17) 3212-7049;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-terracos-grill-centro;*;*;4,40;4,70;19.197.861/0001-30;RUA MARECHAL DEODORO, 3071 ;CENTRO;Central;15010-070;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
SABOR DO CAMPO;Comida Brasileira;(17) 3232-9169;*;;*;*;*;*;3,50;;08.241.690/0001-82;RUA BERNARDINO DE CAMPOS, 2940 SUP. LUC 19/20;CENTRO;Central;15015-300;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ARMAZEM DO CHURRASCO;Comida Brasileira;(17) 3301-2324;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/armazem-do-churrasco-parque-industrial;*;*;4,00;5,00;33.759.042/0001-60;RUA TIRADENTES, 2835 ;CENTRO;Central;15010-030;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BANCA EDWALDO;Outros;(17) 3224-2310;*;;*;*;*;*;;;48.309.488/0001-60;R ANTONIO DE GODOY, 3048 BANCA 09 E 10 BOX 19 E 20;CENTRO;Central;15015-100;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
POINT DO ACARAJE;Outros;(11) 1342-0719;Point do Acarajé e Tapioca;422,00;*;*;*;*;;;44.594.609/0001-01;R DELEGADO PINTO DE TOLEDO, 2657 ;CENTRO;Central;15010-080;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9716-4001;*;;*;*;*;*;;;39.920.816/0001-79;R CORONEL SPINOLA DE CASTRO, 3998 ;CENTRO;Central;15015-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
REI DO GRILL;Comida Brasileira;(17) 3235-2974;reidogrill;346,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rei-do-grill-centro;*;*;4,40;;29.210.501/0001-84;RUA SIQUEIRA CAMPOS, 2940 ;CENTRO;Central;15010-040;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
HAZZ CAFE COZINHA;Outros;(17) 99771-0070;*;;Ativo;*;*;*;;;02.492.997/0001-70;RUA JAIR MARTINS MIL HOMENS, 500 SALA 1;VILA SÃO JOSÉ;HB;15090-080;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
NINO COMIDA AFETIVA;Comida Brasileira;(17) 3229-3009;Ninocozinhaafetiva;6040,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-nino-cozinha-afetiva-chacara-municipal/9cfdd20d-0012-49c4-a113-c0fd07a54d4a?utm_medium=ReserveGoogle;*;*;4,70;5,00;20.736.235/0001-53;R ROBERTO SIMONSEN, 337 ;CHÁCARA MUNICIPAL;HB;15090-120;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ESPETOS LONGHINI;Comida Brasileira;(17) 99668-9110;espetos_longhini;370,00;*;*;*;*;4,60;;42.351.708/0001-37;R LAFAYETTE JOSE SPINOLA, 2251 ;CIDADE JARDIM;HB;15081-130;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FRATELLI PIZZARIA;Pizzarias/Massas;(17) 3218-2138;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/fratelli-pizzaria-residencial-cidade-jardim;*;*;4,40;4,80;13.243.776/0001-84;RUA JOSE MUSSI, 270 ;CIDADE JARDIM;HB;15081-040;MICRO EMPRESA;04/01/5620;;;;;;;;;;;;;;
PEG PRATICO PIZZAS;Pizzarias/Massas; (17) 3216-7915;pegpratico.pizzaria;657,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pegpratico-residencial-cidade-jardim;*;*;4,30;4,50;12.931.236/0001-20;AVENIDA POTIRENDABA, 3800 ;CIDADE JARDIM;HB;15081-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE DO MANÉ;Comida Brasileira;(17) 3234-7004;*;;*;*;*;*;4,60;;34.329.127/0001-70;AV JOAO BERNARDINO SEIXAS RIBEIRO (PIEDADE/AEROPORTO), 1200 ;JARDIM CANAA;Central;15030-100;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BAR DO SCHELLOS;Comida Brasileira;(17) 3353-3562;*;;*;*;*;*;;;33.512.847/0001-04;RUA OSVALDO ARANHA, 2730 ;VILA ESPLANADA;Central;15025-620;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE PORCÃO;Comida Brasileira;(17) 3223-6066;Restaurante Porcão Rio Preto;95,00;*;*;*;*;4,30;;06.013.674/0001-07;RUA GINO CECCONI, 151 ;DISTRITO INDUSTRIAL DOUTOR CARLOS ARNALDO E SILVA;;15052-725;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHURRASCARIA E CERVEJARIA 52;Comida Brasileira;(17) 9645-7161;Churrascaria 52;404,00;*;*;*;*;;;05.878.398/0001-87;AVENIDA DOUTOR ANTONIO HOMSI FILHO, 3835 MARGINAL BR - 153 KM 52;DISTRITO INDUSTRIAL DOUTOR CARLOS ARNALDO E SILVA;Talhado;15052-703;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE CASARAO;Comida Brasileira;(17) 3012-4201;*;;*;*;*;*;4,50;;22.171.096/0001-93;R DA IMPRENSA, 728 ;PARQUE CELESTE;Central;15070-420;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FIDELIS BAR DA SOMBRA;Comida Brasileira;(17) 98828-8494;fidelisbardasombra;4076,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/fidelis-bar-da-sombra-parque-celeste/32d7b1a9-3aee-4018-9205-1bea228c4b1b?utm_medium=ReserveGoogle;Whats App;https://api.whatsapp.com/send/?phone=17988288494&text&type=phone_number&app_absent=0;4,80;5,00;38.294.841/0001-21;R DA IMPRENSA, 1039 ;PARQUE CELESTE;Central;15070-420;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FIORELLA ROTISSERIA;Comida Brasileira;(17) 3016-7901;Rotisseria Fiorella;268,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/fiorella-rotisserie-e-restaurante-parque-celeste;*;*;4,60;4,40;11.351.271/0001-08;RUA FERNANDO GOMES, 10 ;PARQUE CELESTE;Central;15070-465;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE ROÇA & CIA;Comida Brasileira; (17) 3225-2439;*;;*;*;*;*;4,40;;29.746.384/0001-78;AV MURCHID HOMSI, 1041 ;PARQUE RESIDENCIAL COMENDADOR MANÇOR DAUD;*;15070-650;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHURRASCARIA BOI BOM;Comida Brasileira;(17) 3225-1027;boibomchurrascaria;15080,00;*;*;Plataforma Própria;http://churrascariaboibom.com.br/Cardapio.asp;4,50;;01.107.896/0001-75;AV MURCHID HOMSI, 435 ;PARQUE CELESTE;Central;15070-650;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PARMEGIGI;Comida Brasileira;(17) 3363-5339;parmegigi;8505,00;*;*;Menu Dino;https://parmegigi.menudino.com/?rwg_token=AFP2EnN2ewtoEVT72WdO5onhL5lAU--gxrzi3BDP4Xh82hh61VtDmRdk5hOH_uOv-FsbYgeM6O4m1kJ1ItcS8lozVbCLv1eLLLDspwXQQzrCHJS5nkqGSrg%3D;3,60;;47.971.249/0001-08;R RUBIAO JUNIOR, 3124 ;CENTRO;Central;15010-090;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CANTINHO DOCE;Comida Brasileira; (17) 3234-7064;cantinhodocerestaurante;246,00;*;*;*;*;4,90;;42.591.689/0001-16;R ANTONIO DE GODOY, 3073 ;CENTRO;Central;15015-100;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DAI CUCINA BAR E RESTAURANTE;Comida Brasileira;(17) 3211-8240;daicucina_ebar;89,00;*;*;Plataforma Própria;https://www.restaurantejangada.com.br/#cardapio;4,50;;32.303.287/0001-15;AVENIDA DOUTOR ALBERTO ANDALO, 3209 PAVMTO1;CENTRO;Central;15015-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
LOUCOS POR TI STEAKBURGER;Lanchonetes/Hamburguerias;(17) 3364-2751;loucosportisteakburger;12645,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/loucos-por-ti-steakburguer-centro;Anota Aí / Whats App; https://pedido.anota.ai/loja/loucos-por-ti-steakburguer?from=menu-share-adm&utm_source=portal-share-btn&referer=https%3A%2F%2Fwww.google.com%2F  /  https://api.whatsapp.com/send/?phone=17991752991&text&type=phone_number&app_absent=0;4,60;5,00;24.200.849/0001-77;AVENIDA DOUTOR ALBERTO ANDALO, 4060 LOJA 04 COND PANTHEON;CENTRO;Central;15015-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BATATA DIPZ;Lanchonetes/Hamburguerias;(17) 3201-2952;batatadipz;18549,00;*;*;*;*;4,40;;13.349.494/0001-66;AVENIDA JOSE PINHEIRO BORGES, S/N LOJA 249A-SHOPPING CENTER;JARDIM HELENA;CEU;08420-092;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BATATA DIPZ;Comida Brasileira;(11) 7503-7903;batatadipz;18549,00;*;*;*;*;4,30;;18.948.171/0001-02;AVENIDA JOSE MUNIA, 4775 LOJA LUCF-273-2 PAVMTOPISOPLAZASHOPPING;JARDIM REDENTOR ;HB;15085-350;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BERGAMASHI E FURQUIM ;Outros;(17) 3233-1200;*;;*;*;*;*;;;09.218.392/0002-15;RUA BERNARDINO DE CAMPOS, 2940 LUC 2 E 3 PISO SUPERIOR;CENTRO;Central;15015-300;MICRO EMPRESA;0000-0/00;;;;;;;;;;;;;;
BOM DEMAIS RESTAURANTE;Comida Brasileira;(17) 3232-0514;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bom-demais-restaurante-centro;*;*;4,30;4,80;09.345.548/0001-48;RUA MARECHAL DEODORO, 3041 ;CENTRO;Central;15010-070;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHURRASCARIA GAUCHA;Comida Brasileira;(17) 3235-5030;*;;*;*;*;*;;;45.103.918/0001-02;R PRUDENTE DE MORAES, 3108 ;CENTRO;Central;15010-100;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DELÍCIAS POR KILO;Comida Brasileira;(17)3353-4555;Ativo(Face);987,00;*;*;Goomer;https://delicias-por-kilo.goomer.app/;4,80;;00.625.536/0001-00;RUA INDEPENDENCIA, 2754 ;CENTRO;Central;15010-110;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
D'MAMIS RESTAURANTE & CIA.;Comida Brasileira; (17) 99160-5224;dmamisrestaurante;477,00;Ativo;*;*;*;4,00;;27.385.403/0001-52;AV DOUTOR ALBERTO ANDALO, 3144 ;CENTRO;Central;15015-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
LA CANCHA FC FUTEBOL & CERVEJA;Comida Brasileira; (17) 99629-1875;lacanchafc;20103,00;*;*;*;*;4,80;;36.004.351/0001-18;R INDEPENDENCIA, 3387 ;CENTRO;Central;15010-110;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FZM HAMBURGUERIA;Lanchonetes/Hamburguerias;(17) 3122-5000;*;;*;*;*;*;;;30.297.976/0001-39;RUA BERNARDINO DE CAMPOS, 2940 LUC 14 15;CENTRO;Central;15015-300;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHINA IN BOX;Comida Étnica (China);(17) 3233-9755;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/china-in-box---sao-jose-do-rio-preto-centro;Plataforma Propria;https://www.chinainbox.com.br/tabs/home;4,30;4,50;00.823.775/0001-67;RUA RUBIAO JUNIOR, 2657 ;CENTRO;Central;15010-090;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
FRONT SOUNDS E DRINKS;Comida Brasileira;(17) 9231-7612;*;;*;*;*;*;;;34.748.851/0001-39;RUA TIRADENTES, 3133 ;CENTRO;Central;15010-030;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
JUANKIA LI;Lanchonetes/Hamburguerias;(17) 3222-1646 / (017) 2313-622;*;;*;*;*;*;;;03.238.783/0001-34;RUA VOLUNTARIOS DE SAO PAULO, 2604 ;CENTRO;Central;15015-200;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
JUAREZ BURGUER;Lanchonetes/Hamburguerias;(17) 99236-2828;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/juarez-burger-lanches-porcoes-e-pasteis-vila-imperial;Cardapio Digital;https://www.cardapiodigital.io/juarezburger/catalog;5,00;4,70;49.114.421/0001-32;R BENJAMIN CONSTANT, 3268 ;CENTRO;Central;15015-600;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BAR DAS MENINAS;Lanchonetes/Hamburguerias;(17) 98164-1095;*;;*;*;*;*;4,40;;09.327.617/0001-90;RUA QUINZE DE NOVEMBRO, 2929 CONJ. 01;CENTRO;Central;15015-110;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ESFIHA & CIA;Lanchonetes/Hamburguerias;(17) 98126-8915;esfihaeciariopreto;1158,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/esfiha--cia--josina-vila-anchieta;*;*;4,70;4,30;67.940.817/0001-10;R GENERAL GLICERIO, 2923 ;CENTRO;Central;15015-400;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
VILLA CALCADAO;Lanchonetes/Hamburguerias;(17)3234-5379;villadossalgados;3610,00;Ativo;*;*;*;4,30;;35.755.173/0001-02;R ANTONIO DE GODOY, 2975 ;CENTRO;Central;15015-100;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LANCHONETE TURBO DOG;Lanchonetes/Hamburguerias;(17) 3222-1699;turbodogriopreto;6559,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/turbo-dog-centro;Whats App/AppStore/Plataforma Própria;https://api.whatsapp.com/send?phone=5517992703760 /  https://apps.apple.com/br/app/turbo-dog/id1443860505 / ;4,60;4,60;04.619.137/0001-80;RUA GENERAL GLICERIO, 3182 ;CENTRO;Central;15015-400;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BERNARDINO'S LANCHES CENTRO;Lanchonetes/Hamburguerias;(17) 99130-6177;bernardinoslanches;19337,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bernardinos-lanches-centro;Menu Dino;https://bernardinoslanchescentro.menudino.com/?rwg_token=AFP2EnMFguucLAa46-BzGrEARLqQEvKHHPfrmKvDYXQly0fAfv3HGF8t_e1k68NxrZ5OBG40WWTc6xm841KKwjKQN9yBtgpXAst_7BHyu5uOqD2Ck4F7klo%3D;4,50;4,60;26.200.586/0001-21;RUA BERNARDINO DE CAMPOS, 3474 ;CENTRO;Central;15015-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LANCHONETE BALALAIKA;Lanchonetes/Hamburguerias;(17) 99134-1725;*;;*;*;*;*;4,20;;05.943.572/0001-28;RUA BERNARDINO DE CAMPOS, 2888 ;CENTRO;Central;15015-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
TURBO DOG;Lanchonetes/Hamburguerias;(17) 3222-1699;turbodogriopreto;6559,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/turbo-dog-centro; Whats App/AppStore/Plataforma Própria; https://api.whatsapp.com/send?phone=5517992703760 /  https://apps.apple.com/br/app/turbo-dog/id1443860505 / ;4,60;4,60;28.079.155/0001-84;RUA GENERAL GLICERIO, 3186 ;CENTRO;Central;15015-400;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ALHO NEGRO;Lanchonetes/Hamburguerias;(17)9975-5439;alhonegrorp;27400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/alho-negro-lanches-gourmet-centro;Goomer/Menu Dino; https://alho-negro-lanches-gourmet.goomer.app/ / https://alhonegro.menudino.com/?rwg_token=AFP2EnMyoX_vTNN9O0LtLXHqV_DJXMO9Pqf53vwd87f8R0yGYEgmHCQUfrd2MwwJNHQ1lYMFkeWxweULn4UwbT0UQVRIRhu3i8AGL9ARIgB6BNFQkaZOzs0%3D;4,70;4,30;34.658.090/0001-24;AV DOUTOR ALBERTO ANDALO, 2929 ;CENTRO;Central;15015-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SUCOS DA FAZENDA;Lanchonetes/Hamburguerias;(17)3234-4480;Ativo(Face);19417,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sucos-da-fazenda-vila-maceno/def7f9c6-66af-4eb8-b4ee-1bfce717fe41?utm_medium=ReserveGoogle;Whats App/Waymenu;https://api.whatsapp.com/send/?phone=551732344480&text&type=phone_number&app_absent=0 / ;4,60;4,80;35.792.880/0001-60;R BERNARDINO DE CAMPOS, 3558 ;CENTRO;Central;15060-010;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
VILLA DOS SALGADOS CENTRO;Lanchonetes/Hamburguerias;(17)3012-2858;villadossalgados;3610,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/villa-dos-salgados-siqueira-campos-centro;*;*;4,50;4,70;03.577.448/0001-60;RUA SIQUEIRA CAMPOS, 2819 A;CENTRO;Central;15010-040;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
TIA SONIA CACHORRO QUENTE;Lanchonetes/Hamburguerias;(17) 3212-7227;cachorroquentetiasonia;26126,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/cachorro-quente-tia-sonia---andalo-centro/b1de6673-1d80-4e85-9b60-6c528a71db53?utm_medium=ReserveGoogle;Menu Dino;https://andalo.menudino.com/?rwg_token=AFP2EnMzRaRVmnj-gnFpjeF8cBAg4E9g747i6q7G17LnlIDDuXpzkD9zZbNz6UHIkCmlZTpYcStNymjbQgqPk4g1d849sx6-BDeUEg9kmQRYoi2H-IxXhF4%3D;4,40;4,90;36.598.420/0001-69;AV DOUTOR ALBERTO ANDALO, 3112 ;CENTRO;Central;15015-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
HILTON HOT DOG;Lanchonetes/Hamburguerias;(17) 3234-2528;*;;*;*;*;*;4,80;;30.945.619/0001-30;AVENIDA DOUTOR ALBERTO ANDALO, 2953 ;CENTRO;Central;15015-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
VILLA DOS SALGADOS CALÇADÃO;Lanchonetes/Hamburguerias;(17) 3355-0061;villadossalgados;3610,00;*;*;*;*;4,30;;44.640.245/0001-59;R BERNARDINO DE CAMPOS, 3073 ;CENTRO;Central;15015-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PIZZAS CHEFE DI PIEMONTE;Lanchonetes/Hamburguerias;(17) 98114-9092;pizzariachefedipiemonte;898,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/chefe-di-piemonte-pizzas-centro;*;*;;;27.634.847/0001-84;RUA ANTONIO DE GODOY, 3580 ;CENTRO;Central;15015-100;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
MCDONALD'S;Lanchonetes/Hamburguerias;(17) 3231-1713;mcdonalds_br;3536276,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/mcdonalds-damha-drp-residencial-jardins;*;*;4,50;5,00;00.704.649/0001-93;AV ALBERTO ANDALO, 4155 ;VILA REDENTORA;HB;15015-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SARAFA LANCHES;Lanchonetes/Hamburguerias;(17) 99126-9153;Ativo(Face);631,00;*;*;*;*;4,60;;17.799.233/0001-07;RUA TARLEY ROSSI VILELA, 293 ;PARQUE DA CIDADANIA;CEU;15047-222;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CASA DO CUPIM;Comida Brasileira;(17) 32161292;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rancho-do-cupim-vila-sao-joao/;Plataforma Propria;http://ranchodocupim.com.br/cardapio-sjrp;4,60;4,50;05.391.472/0001-36;AVENIDA MURCHID HONSI, 2465;JARDIM SANTA MARIA;HB;15080-210;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
FRUTTO RESTAURANTE;Lanchonete/Diversos;(17) 3216-1608;restaurante_frutto;5537,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/frutto-restaurante-jardim-santa-maria;menudino;https://frutto.menudino.com/?rwg_token=AFP2EnN4vWhWM96w_X-h87NMuegBxpOBU7eFyukwFxpR9mLpPtzDABNZdniO0EzneH1R_VaGywwGBW9Ue_EJd58oTSFCtLIRyWFGZ3gSB_0nwTyurqEyar0%3D;4,80;5,00;20.525.562/0001-66;AV. MURCHID HOMSI, 2385;JARDIM SANTA MARIA;HB;15080-210;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
JOHN'S PIZZAS;Pizzarias/Massas;(17) 99228-9988;johns.pizzas;1056,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/johns-pizzas-residencial-santa-regina/;menudino;https://johnspizza.menudino.com/?rwg_token=AFP2EnNCaRABsUIycs3KnYvmowarnPiJ_GQWO2DArbsUG6FkYlFXyV22aq71eyNcO_idopL_sshyZFi63mcxjWJKnmc2586N_Sf8QgL0oCq8iaqfhwFU01M%3D;4,70;;47.368.260/0001-88;RUA ANTONIO CARLOS ALVES, 593;RESIDENCIAL SANTA REGINA;Engenheiro Schmit;15077-366;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
SERAFIM;Comida Brasileira;(17) 99739-6484;serafim_riopreto;24800,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/serafim-rio-preto-vila-santo-antonio;Plataforma Propria;http://www.serafimrestaurante.com.br/;4,40;5,00;20.498.842/0001-22;RUA MAJOR EMIDIO DE CASTRO, 583;VILA SANTO ANTONIO;Central;15014-420;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CARNEIRINHO;Comida Brasileira;(17) 3013-2870;carneirinho.bar;700,00;*;*;*;*;4,80;;61.613.451/0001-99;RUA SAO CARLOS, 141;VILA SANTO ANTONIO;Central;15014-480;MICRO EMPRESA;04/02/5611;;;;;;;;;;;;;;
BRAZERUS STEAK & BURGER;Lanchonetes/Hamburguerias;(17) 99196-7208;brazerusburger;1698,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/brazerus-burger-vila-santo-antonio;Ola Clickl;https://brazerus2.ola.click/;5,00;5,00;42.351.158/0001-56;RUA INDEPENDENCIA, 3777;VILA SANTO ANTONIO;Central;15014-400;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
JU-SAN JAPANESE FOOD;Comida Étnica (Japão);(17) 99117-2290;jusanjapanesefood;1293,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ju-san-vila-santo-antonio;*;*;4,80;;41.538.045/0001-00;RUA INDEPENDENCIA, 4160;VILA SANTO ANTONIO;Central;15014-400;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
GAMBÓFA BAR E PETISCARIA;Comida Brasileira;(17) 3364-5390;gambofa_;4251,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/gambofa---bar--petiscaria-vila-aurora/;*;*;4,50;3,30;32.274.692/0001-52;RUA SOUZA BARROS, 311;VILA SANTO ANTONIO;Central;15014-380;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
O CORONEL BURGDOG;Lanchonetes/Hamburguerias;(17) 3353-0405;*;;*;*;*;*;4,50;;38.207.074/0001-76;RUA INDEPENDENCIA, 4160;VILA SANTO ANTONIO;Central;15014-400;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
